,model,details,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,price,year,make
227,Spark,LS,48378,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,38,15990,2017,Chevrolet
228,Renegade,Latitude,26522,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22990,2018,Jeep
229,CR-V,LX,70936,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23,31,18990,2014,Honda
230,Expedition EL,XLT,71121,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,15,21,28590,2015,Ford
231,Elantra,SEL,13745,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,20590,2018,Hyundai
232,1500 Quad Cab,SLT 6 1/3 ft,65535,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,17,25,27990,2017,Ram
233,Jetta SportWagen,2.0L TDI Sport,74045,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,29,37,18590,2014,Volkswagen
234,1500 Crew Cab,Lone Star 5 1/2 ft,60646,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,15,22,30990,2015,Ram
235,Versa,S,8778,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,19990,2020,Nissan
236,Malibu,LS,79922,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,34,16590,2013,Chevrolet
237,Corolla,L,39548,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,18590,2014,Toyota
238,Forte Koup,EX,20415,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,34,17590,2015,Kia
239,Golf,TSI S Hatchback,39556,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,33,21990,2018,Volkswagen
240,3 Series,328i,63500,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,23,35,22590,2015,BMW
241,Corolla,LE,21140,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28,36,21590,2018,Toyota
242,Civic,EX,53724,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,19990,2015,Honda
243,Fiesta,SE,61741,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,14990,2016,Ford
244,MAZDA3,Touring 2.5,38496,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,26,35,22990,2017,Mazda
245,MDX,base,62531,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,16,21,23990,2012,Acura
246,Mustang,GT,63880,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,25,30590,2016,Ford
247,ES,ES 350,74585,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,21,31,22990,2013,Lexus
248,Q5,2.0T Premium Plus,79528,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,20,28,24990,2015,Audi
249,Journey,SE,42704,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,19,25,23590,2019,Dodge
250,MAZDA3,Sport,28770,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,21990,2018,Mazda
251,Renegade,Latitude,70865,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,19990,2017,Jeep
252,Grand Cherokee,Laredo E,54381,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,25,28990,2018,Jeep
253,Malibu,LS,20215,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,36,24590,2019,Chevrolet
254,Suburban,LT,65218,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,14,21,50990,2019,Chevrolet
255,JUKE,S,93957,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,32,16990,2015,Nissan
256,Explorer,XLT,79817,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,23590,2014,Ford
257,Azera,base,35993,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,20,29,22590,2016,Hyundai
258,Corolla,LE,60989,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,29,38,17990,2015,Toyota
259,Yaris,LE,13702,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,40,20990,2019,Toyota
260,Altima,2.5 S,56127,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,39,18990,2017,Nissan
261,Jetta,2.0L,16770,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,29,17590,2013,Volkswagen
262,3 Series,328i,48596,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,23,35,24990,2016,BMW
263,CR-V,EX,70405,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,26,33,22590,2015,Honda
264,Sentra,S,48255,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,38,17590,2016,Nissan
265,Sentra,SR,32911,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,29,37,20590,2018,Nissan
266,Q5,2.0T Premium Plus,62549,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,20,28,26990,2015,Audi
267,Sentra,S,58903,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,38,16990,2016,Nissan
268,Taurus,SE,72204,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,27,18990,2017,Ford
269,MAZDA3,Touring,61006,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,27,36,21590,2018,Mazda
270,Genesis,3.8,62644,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,18,28,16990,2012,Hyundai
271,Sonata,SE,49077,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,25,37,17990,2015,Hyundai
272,Sentra,S,35995,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,27,37,17990,2017,Nissan
273,Civic,EX-L,44818,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,30,39,20990,2015,Honda
274,Cruze,LS,67385,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,40,16990,2017,Chevrolet
275,Accent,SE,57735,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,38,15990,2016,Hyundai
276,Spark,LS,19646,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,38,16990,2017,Chevrolet
277,Sonata,GLS,73535,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,35,16990,2014,Hyundai
278,Taurus,Limited,70398,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,17990,2015,Ford
279,Altima,2.5 S,45924,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,38,18590,2014,Nissan
280,Grand Cherokee,Laredo,29918,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,19,26,29990,2018,Jeep
281,Rogue Sport,S,20593,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,30,23990,2017,Nissan
282,Civic,LX,72722,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,17590,2013,Honda
283,Sentra,SV,18531,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,37,18990,2017,Nissan
284,Compass,Trailhawk,59010,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,25990,2019,Jeep
285,Rogue,S,39059,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,26,33,20990,2016,Nissan
286,Sonata,Sport,52126,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,24,35,20590,2015,Hyundai
287,Camry,LE,52294,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,33,21990,2017,Toyota
288,HR-V,EX,43659,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,34,23590,2017,Honda
289,CR-V,EX-L,80638,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,26,33,23990,2016,Honda
290,Optima,LX,45483,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,34,21590,2018,Kia
291,Sportage,LX,75586,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,22,29,19990,2017,Kia
292,HR-V,EX-L,24866,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,27,32,24990,2016,Honda
293,Equinox,LT,70077,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,26,32,22990,2019,Chevrolet
294,2500 Crew Cab,Power Wagon 6 1/3 ft,17278,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,63590,2021,Ram
295,Forte,LXS,35535,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30,40,20590,2019,Kia
296,Passat,1.8T SE,69786,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,23,34,19590,2017,Volkswagen
297,Corolla,LE,54724,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,36,19590,2018,Toyota
298,Hardtop 2 Door,Cooper S,31520,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,25,31,21990,2016,MINI
299,Camry,XSE,26366,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,25,35,22990,2015,Toyota
300,Grand Caravan Passenger,AVP,39512,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,25,20990,2014,Dodge
301,Sportage,LX,56443,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,25,21590,2017,Kia
302,Sentra,S,29589,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29,35,18590,2017,Nissan
303,CX-5,Touring,76756,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,25,32,18990,2014,Mazda
304,MAZDA3,Grand Touring,62702,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,27,36,20990,2017,Mazda
305,1500 Crew Cab,Rebel 5 1/2 ft,23752,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,15,21,54990,2021,Ram
306,Accord,Sport,53538,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,34,20590,2014,Honda
307,Legacy,2.5i Limited,39140,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,26,36,23990,2015,Subaru
308,Town & Country,Touring-L,67455,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,17,25,22590,2015,Chrysler
309,Encore,Preferred,28887,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,25,33,22590,2017,Buick
310,Edge,SEL,94833,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,20,30,20990,2016,Ford
311,Yaris iA,base,22155,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,40,19990,2018,Toyota
312,Verano,Convenience,24167,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,21,32,20590,2014,Buick
313,Wrangler Unlimited,Sport,44453,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,22,37990,2020,Jeep
314,Focus,SE,49248,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,40,16990,2016,Ford
315,Equinox,LT,40807,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,21,31,22590,2017,Chevrolet
316,TL,base,48231,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,20,29,22990,2014,Acura
317,Civic,EX,40273,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,19990,2014,Honda
318,Soul,LX,2969,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,31,23990,2021,Kia
319,Accord,EX-L,22869,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,23,34,21590,2012,Honda
320,Accord,LX,46010,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,19990,2014,Honda
321,Fusion Energi,Plug-In Hybrid Titanium,35973,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,26990,2018,Ford
322,TLX,2.4,41569,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,24,35,23990,2015,Acura
323,Accord,EX-L,52680,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,23990,2017,Honda
324,Versa,S,15441,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,19990,2020,Nissan
325,Compass,Sport,12307,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,23,32,24990,2019,Jeep
326,Accord,EX,67284,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,23,34,17990,2012,Honda
327,Equinox,LT,51845,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,24,30,24990,2018,Chevrolet
328,Wrangler,Sahara,50779,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,21,30990,2015,Jeep
329,1500 Quad Cab,SLT 6 1/3 ft,77751,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,25,27990,2017,Ram
330,Corolla iM,base,61249,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,19590,2018,Toyota
331,JUKE,SL,36399,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,28,32,20990,2015,Nissan
332,Accord,Sport,31420,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,35,24990,2016,Honda
333,Camry,LE,90202,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,35,16990,2012,Toyota
334,Camry,LE,63529,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,25,35,17990,2013,Toyota
335,MDX,base,86361,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,16,21,21590,2012,Acura
336,E-Class,E 350,91314,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,17,26,18990,2011,Mercedes-Benz
337,Soul,!,28059,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,31,22990,2018,Kia
338,Elantra,GT,49442,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,27,37,17590,2013,Hyundai
339,Regal,Sport Touring,24290,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,21,29,23990,2017,Buick
340,Fusion,SE,76849,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,34,17990,2016,Ford
341,Soul,+,71755,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,30,18590,2019,Kia
342,Corolla,SE,58986,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,28,36,20990,2017,Toyota
343,Volt,base,87601,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16590,2014,Chevrolet
344,Optima,LX,70753,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,33,21590,2019,Kia
345,Sierra 1500 Regular Cab,6 1/2 ft,43692,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,16,23,27990,2018,GMC
346,Cherokee,Latitude,49748,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,22,31,21990,2016,Jeep
347,CR-V,EX-L,60772,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,23,31,22990,2014,Honda
348,Avalon,Limited,53976,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,20,29,20990,2011,Toyota
349,Forester,2.5i Premium,77050,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,26,32,22990,2017,Subaru
350,Flex,SEL,60142,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,16,23,27990,2019,Ford
351,Hardtop 2 Door,Cooper,54576,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,28,37,17590,2015,MINI
352,Sienna,LE,79372,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,18,25,20990,2012,Toyota
353,1500 Classic Quad Cab,Tradesman 6 1/3 ft,63768,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,17,25,27990,2019,Ram
354,Legacy,2.5i Limited,28723,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,26,36,24990,2015,Subaru
355,CX-5,Sport,31223,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,33,23990,2016,Mazda
356,C-MAX Energi,Titanium,44533,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,20990,2017,Ford
357,MAZDA3,i Sport,67702,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,40,16990,2014,Mazda
358,CR-V,EX-L,69022,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,21,27,18990,2011,Honda
359,Rogue,SV,68508,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,26,33,20990,2016,Nissan
360,Civic,Touring,87674,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,32,42,22590,2017,Honda
361,MAZDA6,Touring,71121,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,26,35,19590,2017,Mazda
362,RAV4,XLE,74186,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,22,29,23990,2016,Toyota
363,Sonata,SE,43326,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,25,36,21990,2018,Hyundai
364,Sentra,S,52016,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,18990,2019,Nissan
365,EcoSport,SES,22503,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,23,29,23990,2018,Ford
366,Jetta,2.0L S,88556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,29,16990,2014,Volkswagen
367,Tucson,Limited,63655,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,25,30,23590,2016,Hyundai
368,Civic,LX,29504,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,19990,2014,Honda
369,Rogue,SL,102113,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,25,32,19990,2016,Nissan
370,Elantra,SE,17183,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,38,20590,2018,Hyundai
371,Fusion,SE,63158,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,34,17590,2016,Ford
372,Grand Cherokee,Limited,43369,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,18,25,34590,2018,Jeep
373,Civic,LX,27578,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,18590,2014,Honda
374,CX-5,Touring,72186,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,25,32,19990,2014,Mazda
375,Civic,LX,53366,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,17990,2015,Honda
376,Civic,EX,50625,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,39,18990,2014,Honda
377,Forte,LX,5580,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,19990,2018,Kia
378,CR-V,EX-L,81490,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,26,33,23990,2016,Honda
379,Camry,SE,77340,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,25,35,19590,2016,Toyota
380,Civic,EX,24976,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,40,24590,2018,Honda
381,Passat,1.8T Limited Edition,74486,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,24,36,17590,2015,Volkswagen
382,Forte,LX,51607,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,26,39,16990,2016,Kia
383,iA,base,49753,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,33,42,16990,2016,Scion
384,Civic,LX,88495,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,15990,2013,Honda
385,CX-5,Grand Touring,77855,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,25,32,21590,2015,Mazda
386,Escape,S,61602,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21,29,19590,2017,Ford
387,Optima,LX,50532,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24,34,19990,2017,Kia
388,EcoSport,S,14676,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,27,29,22590,2020,Ford
389,Altima,2.5 S,43581,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,39,19990,2016,Nissan
390,GS,GS 350,86107,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,19,28,24590,2013,Lexus
391,Optima,S,62832,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,34,21990,2018,Kia
392,Civic,EX,77170,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,41,20590,2016,Honda
393,Enclave,Leather,75861,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,15,22,27590,2017,Buick
394,Regal,Sport Touring,16542,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,21,29,23990,2017,Buick
395,Corolla,S Plus,42080,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,20590,2015,Toyota
396,Altima,2.5 SL,47441,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,27,38,18990,2014,Nissan
397,RAV4,Limited,72975,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,24,31,24590,2015,Toyota
398,S60,T5 Momentum,17508,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,24,36,32990,2019,Volvo
399,Corolla,LE,19858,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,36,21990,2018,Toyota
400,Optima,LX,50140,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,33,21590,2019,Kia
401,Rogue,SL,52244,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,26,33,23990,2016,Nissan
402,2 Series,228i,53283,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,23,36,22990,2015,BMW
403,Elantra,SE,52660,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,36,17990,2017,Hyundai
404,Altima,2.5 SV,31728,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,38,18990,2013,Nissan
405,Soul,+,16093,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,24,31,19990,2016,Kia
406,Spark,1LT,33047,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,16990,2017,Chevrolet
407,Trax,LS,42709,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,31,19990,2019,Chevrolet
408,Accent,SE,60115,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,36,16990,2017,Hyundai
409,Explorer,XLT,73638,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,19,28,24990,2016,Ford
410,Elantra,Value Edition,58790,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,38,17990,2016,Hyundai
411,Sonata,SE,31726,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,36,19990,2017,Hyundai
412,Kicks,SV,31000,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,36,22990,2019,Nissan
413,Journey,Crossroad,57044,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23990,2018,Dodge
414,Elantra,SE,26410,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,38,18990,2016,Hyundai
415,Edge,SEL,41038,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,18,26,24990,2016,Ford
416,Passat,1.8T SE,59086,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,25,38,19990,2016,Volkswagen
417,Grand Caravan Passenger,SXT,71247,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,17,25,22990,2018,Dodge
418,Fiesta,SE,16977,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,37,17990,2018,Ford
419,Civic,LX,29066,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,18590,2013,Honda
420,Rio,S,30930,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,19590,2019,Kia
421,EcoSport,Titanium,15161,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,23,29,23590,2018,Ford
422,Rio,LX,41219,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,15990,2017,Kia
423,Escape,S,37473,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,31,19990,2016,Ford
424,Escape,S,67534,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,31,18990,2016,Ford
425,Elantra GT,base,27267,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,33,18590,2016,Hyundai
426,Rio,LX,32596,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,28,37,17990,2019,Kia
427,Soul,base,83134,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,30,15990,2016,Kia
428,Elantra,SE,92082,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,38,15990,2016,Hyundai
429,Prius Plug-in Hybrid,base,67786,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,20990,2014,Toyota
430,Civic,LX,37273,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,18990,2015,Honda
431,Renegade,Latitude,21403,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21590,2017,Jeep
432,Forte,EX,62732,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,24,35,17990,2016,Kia
433,Accent,SE,57161,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,38,15990,2016,Hyundai
434,XV Crosstrek,Limited,78794,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,25,33,20590,2014,Subaru
435,Encore,Preferred II,69332,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,27,33,21990,2018,Buick
436,Escape,SE,45255,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,32,20590,2016,Ford
437,Prius,Two,13923,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,51,48,24990,2015,Toyota
438,Cruze,LT,42681,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,29,38,18590,2017,Chevrolet
439,Escape,S,30321,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21,29,21990,2018,Ford
440,Civic,LX,72509,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,16990,2013,Honda
441,500,Sport,45512,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,34,16590,2015,FIAT
442,Corolla,LE,47555,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,34,16990,2013,Toyota
443,Santa Fe Sport,2.0T,60643,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,18,24,23990,2016,Hyundai
444,Trax,LT,70031,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,34,17590,2015,Chevrolet
445,Malibu,LS,74303,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,19990,2018,Chevrolet
446,Camry,LE,82173,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,24,33,19990,2017,Toyota
447,Prius,Three,47938,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,51,48,22590,2015,Toyota
448,RDX,base,61458,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,20,28,24990,2015,Acura
449,Dart,SE,65817,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18990,2015,Dodge
450,iM,base,51832,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,18990,2016,Scion
451,Charger,SE,58635,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,19,31,22990,2016,Dodge
452,Flex,SEL,60612,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,25,21990,2014,Ford
